Pipe_Size_mm,Thickness_mm,Material,Grade,Max_Pressure_psi,Temperature_C,Corrosion_Impact_Percent,Thickness_Loss_mm,Material_Loss_Percent,Time_Years,Condition,pH,flowrate_cmh,source
50.0,4.74,HDPE,ASTM A333 Grade 6,2500.0,76.4,8.88,9.94,209.7,23.0,Critical,7.93,10.18,original
200.0,10.82,HDPE,API 5L X65,300.0,47.0,10.63,0.19,1.76,3.0,Normal,8.41,189.36,original
600.0,27.32,HDPE,API 5L X52,600.0,51.3,12.75,0.2,0.73,8.0,Normal,8.39,3804.59,original
500.0,18.36,Carbon Steel,API 5L X42,150.0,44.2,2.63,1.32,7.19,20.0,Normal,8.48,673.26,original
250.0,11.54,HDPE,ASTM A106 Grade B,1500.0,110.5,2.58,5.89,51.04,1.0,Critical,7.98,598.28,original
150.0,8.32,HDPE,ASTM A333 Grade 6,900.0,73.5,15.64,3.38,40.62,10.0,Moderate,8.12,191.13,original
100.0,6.31,PVC,ASTM A333 Grade 6,2500.0,29.2,3.95,0.65,10.3,10.0,Normal,8.47,72.38,original
300.0,8.56,Fiberglass,API 5L X52,150.0,114.4,6.52,4.85,56.66,13.0,Moderate,8.2,229.1,original
50.0,4.45,PVC,API 5L X42,1500.0,55.6,3.31,1.91,42.92,5.0,Normal,8.47,10.18,original
100.0,6.43,Stainless Steel,API 5L X52,2500.0,38.5,4.9,4.86,75.58,13.0,Moderate,8.21,72.38,original
100.0,4.31,Stainless Steel,API 5L X42,150.0,41.2,9.5,3.69,85.61,18.0,Moderate,8.17,18.7,original
300.0,7.25,HDPE,API 5L X65,150.0,37.1,2.62,7.58,104.55,18.0,Critical,7.98,229.1,original
200.0,9.94,Carbon Steel,ASTM A333 Grade 6,900.0,45.4,3.75,1.49,14.99,4.0,Normal,8.47,366.44,original
150.0,7.81,HDPE,ASTM A106 Grade B,300.0,67.2,4.15,1.66,21.25,9.0,Normal,8.47,98.77,original
1000.0,15.99,Carbon Steel,ASTM A106 Grade B,900.0,78.1,9.93,8.75,54.72,24.0,Critical,7.92,10861.87,original
1200.0,22.08,PVC,API 5L X52,1500.0,6.1,3.22,7.37,33.38,17.0,Critical,7.97,15747.67,original
1200.0,34.78,Carbon Steel,API 5L X65,1500.0,29.1,5.05,6.33,18.2,5.0,Critical,7.96,15747.67,original
600.0,16.99,Fiberglass,API 5L X52,300.0,15.1,8.26,8.26,48.62,8.0,Critical,7.93,1966.02,original
250.0,7.3,HDPE,API 5L X42,2500.0,50.5,9.36,1.83,25.07,23.0,Normal,8.42,598.28,original
300.0,15.46,HDPE,ASTM A106 Grade B,150.0,-11.8,12.57,7.01,45.34,15.0,Critical,7.9,229.1,original
1200.0,33.99,Carbon Steel,API 5L X65,1500.0,113.4,17.06,5.68,16.71,5.0,Critical,7.86,15747.67,original
300.0,7.84,Stainless Steel,ASTM A106 Grade B,900.0,65.6,0.66,4.21,53.7,14.0,Moderate,8.24,886.68,original
1500.0,47.97,PVC,ASTM A106 Grade B,2500.0,-17.8,2.89,4.41,9.19,15.0,Moderate,8.23,24772.84,original
500.0,20.29,Stainless Steel,API 5L X65,300.0,5.0,15.01,9.06,44.65,23.0,Critical,7.87,1346.53,original
1000.0,23.59,Carbon Steel,API 5L X42,900.0,23.0,5.08,3.46,14.67,23.0,Moderate,8.21,10861.87,original
400.0,11.3,Carbon Steel,API 5L X42,300.0,41.5,11.66,2.21,19.56,23.0,Moderate,8.15,843.92,original
250.0,14.97,Carbon Steel,ASTM A106 Grade B,150.0,-17.1,10.0,4.73,31.6,21.0,Moderate,8.17,154.58,original
200.0,8.26,Stainless Steel,ASTM A106 Grade B,300.0,38.2,14.73,7.27,88.01,6.0,Critical,7.88,189.36,original
50.0,3.43,HDPE,ASTM A333 Grade 6,1500.0,6.9,8.99,0.14,4.08,22.0,Normal,8.43,10.18,original
50.0,5.01,Stainless Steel,ASTM A106 Grade B,1500.0,19.0,19.39,2.58,51.5,15.0,Moderate,8.09,10.18,original
1000.0,26.39,Carbon Steel,ASTM A333 Grade 6,2500.0,17.3,14.12,0.19,0.72,25.0,Normal,8.38,10861.87,original
150.0,7.36,Fiberglass,ASTM A106 Grade B,2500.0,93.3,19.9,2.14,29.08,15.0,Moderate,8.08,191.13,original
150.0,8.92,Carbon Steel,API 5L X65,1500.0,45.3,17.74,1.08,12.11,2.0,Normal,8.35,191.13,original
100.0,5.16,Carbon Steel,API 5L X65,600.0,77.7,16.22,8.21,159.11,14.0,Critical,7.86,72.38,original
100.0,4.1,PVC,API 5L X52,900.0,52.0,12.02,8.56,208.78,21.0,Critical,7.9,72.38,original
300.0,15.08,PVC,API 5L X65,1500.0,26.8,11.1,6.99,46.35,8.0,Critical,7.91,886.68,original
300.0,12.3,Fiberglass,API 5L X42,900.0,-1.9,0.49,8.94,72.68,3.0,Critical,8.0,886.68,original
1500.0,25.42,Stainless Steel,API 5L X52,1500.0,12.3,4.53,0.27,1.06,4.0,Normal,8.46,24772.84,original
1500.0,38.49,Carbon Steel,API 5L X52,1500.0,47.9,9.79,5.75,14.94,13.0,Critical,7.92,24772.84,original
250.0,14.81,HDPE,ASTM A333 Grade 6,2500.0,70.8,7.22,9.39,63.4,19.0,Critical,7.94,598.28,original
100.0,4.26,Stainless Steel,API 5L X42,900.0,17.4,12.07,0.69,16.2,24.0,Normal,8.4,72.38,original
150.0,6.8,Stainless Steel,API 5L X52,900.0,-0.7,17.58,3.43,50.44,7.0,Moderate,8.1,191.13,original
600.0,15.01,HDPE,API 5L X42,300.0,105.3,0.89,7.62,50.77,2.0,Critical,7.99,1966.02,original
500.0,16.93,Fiberglass,API 5L X42,1500.0,56.6,3.99,9.35,55.23,1.0,Critical,7.97,2605.76,original
200.0,8.15,Fiberglass,API 5L X42,150.0,-38.3,8.12,4.02,49.33,17.0,Moderate,8.18,94.68,original
200.0,11.54,Fiberglass,ASTM A106 Grade B,150.0,-18.6,9.17,5.72,49.57,12.0,Critical,7.92,94.68,original
1000.0,21.38,PVC,API 5L X42,600.0,23.1,14.04,8.89,41.58,6.0,Critical,7.88,10861.87,original
100.0,7.35,Carbon Steel,API 5L X42,600.0,131.2,3.24,4.92,66.94,5.0,Moderate,8.22,72.38,original
1500.0,41.08,Fiberglass,API 5L X52,1500.0,16.6,9.56,2.27,5.53,14.0,Moderate,8.17,24772.84,original
1200.0,36.4,HDPE,API 5L X52,150.0,33.2,4.56,2.09,5.74,21.0,Moderate,8.21,4068.81,original
100.0,4.35,PVC,API 5L X52,1500.0,16.9,11.22,9.53,219.08,10.0,Critical,7.91,72.38,original
250.0,7.87,Carbon Steel,API 5L X65,2500.0,8.1,1.97,7.41,94.16,16.0,Critical,7.98,598.28,original
800.0,24.15,Fiberglass,API 5L X42,900.0,-50.0,17.82,1.27,5.26,24.0,Normal,8.35,6880.84,original
200.0,8.1,Fiberglass,ASTM A333 Grade 6,150.0,-19.2,2.78,4.34,53.58,1.0,Moderate,8.23,94.68,original
100.0,4.08,HDPE,ASTM A106 Grade B,2500.0,66.9,1.39,9.45,231.62,20.0,Critical,7.99,72.38,original
1500.0,23.13,HDPE,API 5L X65,900.0,147.0,16.41,9.63,41.63,22.0,Critical,7.86,24772.84,original
800.0,14.72,Carbon Steel,ASTM A106 Grade B,1500.0,16.3,3.1,3.54,24.05,2.0,Moderate,8.22,6880.84,original
200.0,6.68,Fiberglass,API 5L X65,900.0,85.8,18.29,6.76,101.2,12.0,Critical,7.85,366.44,original
50.0,4.35,Fiberglass,API 5L X52,300.0,17.7,19.18,3.69,84.83,17.0,Moderate,8.09,5.26,original
400.0,16.15,PVC,API 5L X65,600.0,89.6,3.36,6.01,37.21,3.0,Critical,7.97,1633.13,original
800.0,28.05,HDPE,API 5L X52,150.0,52.0,8.76,0.42,1.5,4.0,Normal,8.43,1777.84,original
1200.0,18.36,Fiberglass,API 5L X42,900.0,-2.2,16.53,6.54,35.62,21.0,Critical,7.86,15747.67,original
100.0,5.83,Carbon Steel,ASTM A333 Grade 6,150.0,46.4,15.07,1.24,21.27,5.0,Normal,8.37,18.7,original
1000.0,22.79,Fiberglass,API 5L X65,600.0,24.3,11.82,8.22,36.07,2.0,Critical,7.9,10861.87,original
300.0,12.24,Fiberglass,API 5L X42,300.0,24.6,9.53,4.75,38.81,20.0,Moderate,8.17,458.19,original
100.0,4.29,Fiberglass,ASTM A106 Grade B,600.0,142.7,14.33,4.17,97.2,17.0,Moderate,8.13,72.38,original
400.0,11.94,PVC,ASTM A333 Grade 6,300.0,11.7,15.29,1.67,13.99,12.0,Normal,8.37,843.92,original
200.0,7.19,Carbon Steel,ASTM A106 Grade B,300.0,11.7,1.68,3.99,55.49,7.0,Moderate,8.24,189.36,original
600.0,23.85,Fiberglass,ASTM A106 Grade B,2500.0,49.6,5.78,1.82,7.63,1.0,Normal,8.45,3804.59,original
1500.0,48.84,Fiberglass,API 5L X42,2500.0,52.1,3.51,9.8,20.07,23.0,Critical,7.97,24772.84,original
250.0,9.25,Carbon Steel,ASTM A106 Grade B,300.0,74.2,3.69,2.64,28.54,6.0,Moderate,8.22,309.16,original
600.0,29.46,PVC,ASTM A333 Grade 6,600.0,46.6,11.64,0.45,1.53,5.0,Normal,8.4,3804.59,original
500.0,11.26,Stainless Steel,API 5L X42,1500.0,77.9,14.86,8.67,77.0,14.0,Critical,7.88,2605.76,original
200.0,12.0,PVC,API 5L X52,2500.0,1.0,6.49,8.78,73.17,17.0,Critical,7.95,366.44,original
250.0,10.56,Carbon Steel,API 5L X42,150.0,116.2,7.59,4.16,39.39,24.0,Moderate,8.19,154.58,original
600.0,10.09,Stainless Steel,ASTM A333 Grade 6,300.0,-20.1,3.04,6.15,60.95,14.0,Critical,7.97,1966.02,original
200.0,10.57,Carbon Steel,API 5L X52,900.0,98.1,0.33,6.77,64.05,12.0,Critical,8.0,366.44,original
1500.0,45.56,Fiberglass,ASTM A106 Grade B,600.0,138.5,15.72,8.79,19.29,4.0,Critical,7.87,24772.84,original
250.0,8.27,Fiberglass,ASTM A106 Grade B,1500.0,38.7,3.44,8.04,97.22,17.0,Critical,7.97,598.28,original
1500.0,48.66,PVC,API 5L X52,150.0,-6.2,5.48,5.24,10.77,6.0,Critical,7.95,6400.68,original
50.0,5.24,Fiberglass,API 5L X65,150.0,79.6,12.7,0.08,1.53,7.0,Normal,8.39,2.63,original
150.0,8.31,Carbon Steel,API 5L X42,900.0,-16.7,2.76,7.64,91.94,4.0,Critical,7.98,191.13,original
250.0,9.37,PVC,ASTM A333 Grade 6,2500.0,54.6,7.99,8.96,95.62,16.0,Critical,7.93,598.28,original
400.0,19.06,Fiberglass,ASTM A333 Grade 6,2500.0,63.1,2.78,2.18,11.44,23.0,Moderate,8.23,1633.13,original
1000.0,22.01,Fiberglass,ASTM A333 Grade 6,300.0,12.7,9.65,8.81,40.03,15.0,Critical,7.92,5612.87,original
1200.0,30.98,Fiberglass,API 5L X52,300.0,82.6,12.91,2.38,7.68,18.0,Moderate,8.14,8137.61,original
1000.0,21.91,HDPE,API 5L X52,150.0,105.7,14.23,0.76,3.47,7.0,Normal,8.38,2806.44,original
800.0,24.25,Carbon Steel,API 5L X52,150.0,-28.4,8.1,8.04,33.15,9.0,Critical,7.93,1777.84,original
300.0,17.77,PVC,ASTM A333 Grade 6,600.0,74.0,12.62,5.54,31.18,9.0,Critical,7.89,886.68,original
800.0,30.5,Stainless Steel,API 5L X52,2500.0,60.4,9.08,3.44,11.28,23.0,Moderate,8.17,6880.84,original
1500.0,47.92,Fiberglass,API 5L X52,600.0,63.2,1.66,7.53,15.71,17.0,Critical,7.99,24772.84,original
600.0,29.21,PVC,API 5L X65,900.0,1.6,14.94,5.67,19.41,3.0,Critical,7.88,3804.59,original
100.0,4.31,HDPE,ASTM A106 Grade B,600.0,30.5,15.37,2.58,59.86,11.0,Moderate,8.12,72.38,original
800.0,29.61,Fiberglass,ASTM A106 Grade B,2500.0,-7.2,5.57,9.94,33.57,11.0,Critical,7.95,6880.84,original
250.0,7.35,PVC,API 5L X65,900.0,43.5,14.63,2.84,38.64,6.0,Moderate,8.13,598.28,original
100.0,6.37,Carbon Steel,API 5L X42,900.0,37.8,2.89,7.99,125.43,13.0,Critical,7.98,72.38,original
600.0,23.46,Fiberglass,API 5L X42,900.0,2.8,13.95,6.4,27.28,1.0,Critical,7.88,3804.59,original
300.0,8.96,Fiberglass,API 5L X52,2500.0,43.2,3.8,1.19,13.28,12.0,Normal,8.47,886.68,original
300.0,9.71,Fiberglass,ASTM A106 Grade B,1500.0,-22.9,8.9,4.15,42.74,10.0,Moderate,8.18,886.68,original
400.0,9.89,HDPE,ASTM A106 Grade B,1500.0,11.0,16.31,0.86,8.7,19.0,Normal,8.36,1633.13,original
150.0,7.34,Fiberglass,API 5L X52,1500.0,16.9,6.6,3.21,43.73,16.0,Moderate,8.2,191.13,original
150.0,5.98,Carbon Steel,API 5L X42,1500.0,-7.2,11.61,6.32,105.69,1.0,Critical,7.9,191.13,original
500.0,17.56,Stainless Steel,API 5L X65,300.0,19.4,17.52,6.12,34.85,20.0,Critical,7.85,1346.53,original
400.0,18.18,Carbon Steel,API 5L X52,600.0,133.9,2.06,1.64,9.02,23.0,Normal,8.48,1633.13,original
200.0,8.29,PVC,ASTM A333 Grade 6,1500.0,58.0,4.73,1.65,19.9,10.0,Normal,8.46,366.44,original
500.0,22.11,Fiberglass,ASTM A106 Grade B,600.0,35.1,10.4,3.0,13.57,8.0,Moderate,8.16,2605.76,original
1500.0,47.99,Fiberglass,API 5L X65,150.0,51.8,2.01,5.34,11.13,5.0,Critical,7.98,6400.68,original
600.0,25.19,Fiberglass,API 5L X52,600.0,-40.9,1.9,5.63,22.35,25.0,Critical,7.98,3804.59,original
1200.0,36.86,Carbon Steel,API 5L X42,1500.0,54.1,3.7,7.92,21.49,15.0,Critical,7.97,15747.67,original
200.0,7.28,PVC,API 5L X65,600.0,54.1,19.07,9.18,126.1,11.0,Critical,7.84,366.44,original
500.0,15.64,Fiberglass,API 5L X65,300.0,41.6,3.71,3.73,23.85,22.0,Moderate,8.22,1346.53,original
200.0,11.87,Stainless Steel,ASTM A333 Grade 6,600.0,35.4,19.72,9.6,80.88,8.0,Critical,7.84,366.44,original
150.0,9.28,HDPE,API 5L X65,600.0,-23.7,16.37,2.7,29.09,7.0,Moderate,8.11,191.13,original
800.0,30.78,Fiberglass,API 5L X65,900.0,87.8,18.36,4.88,15.85,4.0,Moderate,8.1,6880.84,original
150.0,8.29,Stainless Steel,API 5L X52,2500.0,13.4,19.59,5.66,68.28,2.0,Critical,7.84,191.13,original
100.0,4.23,Fiberglass,API 5L X52,300.0,24.2,17.16,6.84,161.7,17.0,Critical,7.86,37.4,original
150.0,8.26,Fiberglass,API 5L X42,900.0,107.8,16.91,1.18,14.29,10.0,Normal,8.36,191.13,original
150.0,9.47,Stainless Steel,API 5L X65,150.0,85.9,15.5,5.94,62.72,12.0,Critical,7.87,49.38,original
300.0,11.52,HDPE,API 5L X65,900.0,-11.0,12.0,4.98,43.23,5.0,Moderate,8.15,886.68,original
50.0,5.95,Stainless Steel,ASTM A333 Grade 6,1500.0,14.8,16.27,9.25,155.46,11.0,Critical,7.86,10.18,original
800.0,28.69,Stainless Steel,API 5L X65,600.0,11.4,16.63,0.91,3.17,14.0,Normal,8.36,6880.84,original
250.0,13.4,PVC,API 5L X42,2500.0,69.8,3.74,0.85,6.34,14.0,Normal,8.47,598.28,original
500.0,19.43,Stainless Steel,ASTM A106 Grade B,600.0,20.9,4.03,3.7,19.04,16.0,Moderate,8.22,2605.76,original
1500.0,34.85,PVC,API 5L X65,150.0,96.2,5.16,9.98,28.64,15.0,Critical,7.96,6400.68,original
800.0,12.53,Carbon Steel,ASTM A333 Grade 6,150.0,6.5,6.54,1.07,8.54,23.0,Normal,8.45,1777.84,original
100.0,6.77,PVC,ASTM A106 Grade B,600.0,44.7,15.9,6.22,91.88,15.0,Critical,7.87,72.38,original
300.0,15.05,HDPE,API 5L X42,600.0,37.9,6.6,5.39,35.81,12.0,Critical,7.95,886.68,original
300.0,15.01,HDPE,ASTM A333 Grade 6,300.0,92.0,16.53,4.31,28.71,10.0,Moderate,8.11,458.19,original
202.76572811646102,10.154229627263664,Stainless Steel,API 5L X42,312.09874249625017,126.39784837274705,14.09323790109682,2.6425114113723325,26.96062887945934,11.965422052452547,Moderate,8.13,203.09,synthetic-based-on-original
194.10284048986884,8.983374669269567,Stainless Steel,ASTM A333 Grade 6,2482.6163047123664,93.48174476049434,10.934985990895859,9.933519659648868,107.49636314119745,8.263110828712353,Critical,7.91,342.82,synthetic-based-on-original
1211.5627487770553,33.37943688089251,HDPE,ASTM A333 Grade 6,588.1036586221521,31.754431521962584,1.9448013787194485,4.888030111258439,15.063018785721464,1.864598163902985,Moderate,8.23,16057.81,synthetic-based-on-original
1494.8104217910022,47.22423394630003,HDPE,ASTM A106 Grade B,601.9911522516031,0.3346905433656301,8.50546545934661,3.898892590046199,7.178469177351556,8.872351136431416,Moderate,8.18,24599.41,synthetic-based-on-original
1501.8644692461833,42.55555918219428,Fiberglass,ASTM A333 Grade 6,318.12879339370954,108.60811544498331,12.303354524486627,7.619293398905221,17.865544112749543,15.842532190916147,Critical,7.9,13609.17,synthetic-based-on-original
52.016209844827216,4.9275158850908145,Fiberglass,ASTM A106 Grade B,291.0203904412713,29.347421218956832,2.8472604281015865,9.94282568845233,212.21873943382576,12.89836560917382,Critical,7.98,5.81,synthetic-based-on-original
985.1765472400599,23.913282433735816,Carbon Steel,ASTM A106 Grade B,300.33451325427825,108.67360838152767,11.56384204919964,0.5091486297021334,2.4296012286294935,5.319334362883647,Normal,8.4,5450.42,synthetic-based-on-original
303.15991121003793,10.768072753676783,Stainless Steel,ASTM A106 Grade B,889.9746916958236,32.441492277684155,16.16888866917111,9.597049625942754,86.18058250417666,23.871930374374195,Critical,7.87,906.81,synthetic-based-on-original
302.6375109170377,10.292327516546715,Carbon Steel,ASTM A106 Grade B,146.1316692310589,9.004877320430108,13.156114704067186,5.049233625191734,50.03226783761948,18.945041455019254,Critical,7.89,227.41,synthetic-based-on-original
139.0146123857502,9.352838038315365,Carbon Steel,API 5L X52,581.2751811597012,8.008297739922389,16.07161153764921,2.581217975278029,27.82596136501468,9.962622622977483,Moderate,8.12,160.2,synthetic-based-on-original
603.5984220287758,14.29129357331587,PVC,API 5L X42,144.1815244576928,85.72581517109964,8.955837499093123,4.531230194887579,30.035798903686263,18.002302821986735,Moderate,8.18,956.64,synthetic-based-on-original
1197.9425740713718,31.173396187385592,PVC,API 5L X42,860.9398875794036,27.397315644027135,5.005166051214348,3.015018565054061,9.618127580908384,8.913657518694993,Moderate,8.21,15692.81,synthetic-based-on-original
477.93689843155846,23.972595659395992,Stainless Steel,API 5L X65,2507.0973545968914,64.99882656597512,14.780363902200971,2.9524634040743134,11.768749348666041,17.137167752777955,Moderate,8.13,2371.72,synthetic-based-on-original
495.0874495054268,22.540863754340865,Stainless Steel,API 5L X65,1506.8086424857554,59.08393698676865,3.044756779540264,6.663857547570867,30.126537542249668,0.8131124527354685,Critical,7.97,2552.7,synthetic-based-on-original
394.65085675336627,14.637598906597166,Stainless Steel,API 5L X42,2486.4702157630527,0.16847094855557052,10.353184334423366,8.783365112029559,58.84520230980275,21.987236863250207,Critical,7.91,1587.47,synthetic-based-on-original
59.41250165809925,5.744073428359277,PVC,API 5L X42,596.702607575899,-40.76830933303413,6.886160260898806,9.106811373980872,162.45502841586705,22.215161065141224,Critical,7.94,17.57,synthetic-based-on-original
1497.7186706565567,31.84716105670101,PVC,ASTM A106 Grade B,2505.088635646422,39.05408796552945,9.530197383829739,9.839348359686754,28.089383754451706,13.137727660137928,Critical,7.92,24696.53,synthetic-based-on-original
1188.1190924749587,29.56722717263172,PVC,API 5L X65,2515.685336488899,88.401074719514,3.994868683201539,8.847332952789259,30.204834698996454,19.973803441588043,Critical,7.97,15432.16,synthetic-based-on-original
511.1799578924007,21.189549745789666,Stainless Steel,API 5L X65,603.225502625942,52.67972409678531,3.3372007112663225,8.63036413224859,40.15015621378569,12.960027180820838,Critical,7.97,2728.56,synthetic-based-on-original
152.7397403390104,8.001485009405476,Carbon Steel,API 5L X42,2518.5722649523386,57.39848272963713,10.718099576714064,4.9539344590995915,64.11558545080922,15.047918659370099,Moderate,8.16,199.28,synthetic-based-on-original
306.73353278606146,10.579846270488236,Fiberglass,API 5L X65,2526.6513279043616,29.731096002904223,4.680598097370225,7.181727992110961,67.50097800336562,6.940673010813365,Critical,7.96,929.84,synthetic-based-on-original
390.12714746175925,19.895329635649848,Carbon Steel,API 5L X52,2513.640675969524,61.774220969490905,18.71452909883838,5.460439011840707,28.697676768460774,16.939969921635146,Critical,7.84,1549.37,synthetic-based-on-original
247.00082048570656,8.732016316270606,Fiberglass,ASTM A333 Grade 6,2462.6640959165093,80.65411126544844,3.9826667503568696,2.2629723191460376,25.252117612652853,20.049855358949646,Moderate,8.22,582.78,synthetic-based-on-original
500.1686328006489,12.665473745982691,PVC,API 5L X42,157.65604383560907,14.428791843828177,16.714240376707554,8.291171308037102,65.84582796202567,9.98964745459928,Critical,7.86,708.12,synthetic-based-on-original
1481.3478526114025,33.16803304007704,Carbon Steel,API 5L X65,162.58446329770436,112.64970849053,9.541410595345045,6.061187432731356,17.089237761858094,17.036641607573014,Critical,7.92,6763.91,synthetic-based-on-original
96.96813529948409,4.103746368414879,PVC,API 5L X42,1512.4066496111998,3.7361968928720044,16.22496340662784,0.021341148717083126,1.1017769966000202,16.92309341658051,Normal,8.36,67.0,synthetic-based-on-original
1206.9222271060682,38.529269952683755,Carbon Steel,ASTM A106 Grade B,124.6691618190674,56.089863073133564,4.936770063816725,4.990408674921769,10.848098317746594,4.165673094746253,Critical,7.96,3421.49,synthetic-based-on-original
277.0446060950946,9.946785589810938,Stainless Steel,ASTM A333 Grade 6,167.81421616873905,-18.621621760068994,3.2856932787710673,1.5992304589820743,15.947655854887351,17.159200010244145,Normal,8.47,216.0,synthetic-based-on-original
289.4370862967621,9.028156001843815,HDPE,API 5L X42,2489.3307182529747,36.07730248510775,12.64270557873497,5.38383868667507,56.3185356341608,3.1466311088877643,Critical,7.89,821.05,synthetic-based-on-original
404.51414394253726,18.98364160170498,Fiberglass,ASTM A333 Grade 6,2481.152215655282,62.85795460273387,2.911517652674131,2.1495364695458474,11.564818744596264,23.15434245426028,Moderate,8.23,1672.16,synthetic-based-on-original
607.5009408692621,23.237047529920336,PVC,ASTM A333 Grade 6,2533.00428931989,43.358058595964394,15.664099220812748,7.374098227859636,31.827090183875594,24.821555519313677,Critical,7.87,3903.64,synthetic-based-on-original
499.2413637323344,24.036005759994744,HDPE,ASTM A333 Grade 6,937.5305302015385,38.174756885208204,15.505199085635265,2.435528367713159,9.89351214707192,15.171356474525894,Moderate,8.12,2597.53,synthetic-based-on-original
307.3242969671629,6.985173267154967,Carbon Steel,API 5L X42,288.1487215196325,48.04042095925197,17.38182844731769,8.014135351643956,111.99955660944997,20.181592283179597,Critical,7.86,463.42,synthetic-based-on-original
53.615005386952575,4.9791716886285435,Stainless Steel,ASTM A333 Grade 6,2502.5132763166202,-7.458160167000752,1.9144237364664463,0.6296434022328107,10.82521820336077,17.968912803962994,Normal,8.48,12.78,synthetic-based-on-original
85.12647955780777,5.779484020821543,Carbon Steel,ASTM A106 Grade B,1474.4397712256678,45.49592072963725,12.043514656462131,7.590403596609084,132.61838488840328,9.974015526999688,Critical,7.9,47.97,synthetic-based-on-original
248.7464714133399,11.291243243023203,Fiberglass,ASTM A106 Grade B,2506.024037894639,12.004308373076103,8.841266275010476,4.006732216717132,38.311161262191895,24.126969663930936,Moderate,8.18,591.78,synthetic-based-on-original
254.38624118218294,10.748044744939053,Fiberglass,ASTM A106 Grade B,289.2566897173536,4.346971531493911,19.602983809216838,2.0467362095023933,18.212139497148883,2.878515204378508,Moderate,8.09,309.57,synthetic-based-on-original
50.58369189912278,4.026507019704311,Carbon Steel,ASTM A106 Grade B,590.6143856449803,-16.588240325743797,18.455326460456657,2.2685793647884944,53.67678986801971,0.9050919388011041,Moderate,8.1,10.58,synthetic-based-on-original
48.0711876283834,4.599833877204893,HDPE,ASTM A106 Grade B,130.73364810107898,-26.90077963610796,6.956981542284625,1.297937106061516,24.420114209769615,11.161899017630962,Normal,8.44,2.01,synthetic-based-on-original
86.20683576706404,4.9798959866410595,Stainless Steel,ASTM A106 Grade B,329.7872781541888,56.00211263785935,8.525509155519808,1.001209801565002,20.273711980680662,15.932479539307353,Normal,8.43,28.16,synthetic-based-on-original
604.2298496278675,28.3611908200451,Carbon Steel,API 5L X52,1486.405799049073,-27.20306295359789,0.8106451491864914,1.7653457800696524,4.82648495968844,1.1652159932360995,Normal,8.49,3860.29,synthetic-based-on-original
605.1382216905535,24.247448180942023,PVC,ASTM A106 Grade B,2511.8640797031603,76.1935145605017,10.117221666811833,2.6316884106209257,9.94271956125911,21.18414017972601,Moderate,8.17,3872.3,synthetic-based-on-original
408.48224208246893,18.452147823349062,PVC,ASTM A333 Grade 6,1476.6047477867503,21.619642867472972,2.268809567605166,7.337007862201801,39.7794257689777,14.108149749800335,Critical,7.98,1706.85,synthetic-based-on-original
599.4602008873288,22.6334703428029,Stainless Steel,API 5L X65,1503.4852157975495,41.47167003235061,1.445897563261488,8.067195951452302,34.99301851412927,12.065198635021575,Critical,7.99,3797.52,synthetic-based-on-original
1195.3726940410243,19.29719919987668,Carbon Steel,API 5L X52,2524.1062829173848,76.84985251699187,14.300592855775713,6.403527332188759,34.22253900906134,7.022223188656377,Critical,7.88,15624.41,synthetic-based-on-original
401.3245845088572,18.59448763425581,Carbon Steel,API 5L X52,602.7876599807505,135.12529155252304,2.063095243040835,1.6474155541221038,8.572069314656462,23.109981908092138,Normal,8.48,1644.53,synthetic-based-on-original
248.38435703255422,14.086773535808307,Fiberglass,ASTM A106 Grade B,596.3363492816515,78.87463826300058,8.56474985479352,4.83916781540363,33.175920419430405,10.901739012009061,Moderate,8.18,589.91,synthetic-based-on-original
591.4194173700832,14.766647798111702,HDPE,API 5L X65,282.2942518032697,65.28741583691142,16.770320974650986,0.755956044627568,6.513510095392027,24.809829629210604,Normal,8.36,1795.66,synthetic-based-on-original
1215.903902269685,31.022890312816084,Fiberglass,API 5L X52,298.0543037645144,82.81551987182611,12.850775658223563,2.3535018609383695,6.421928087814773,18.13935239268667,Moderate,8.14,8304.23,synthetic-based-on-original
305.17407763012517,7.316292523575109,Fiberglass,API 5L X52,914.6639303959623,-42.327799139330914,4.821213837314897,2.9203491023334505,39.42267001185776,14.231274757483744,Moderate,8.21,919.76,synthetic-based-on-original
1193.0233927305396,31.026697747466205,Fiberglass,API 5L X52,306.05125072472043,81.61592888495869,12.866512877923073,2.3401222909393433,6.185857774823676,18.0491756094234,Moderate,8.14,8203.88,synthetic-based-on-original
251.6713647008392,11.035502038764285,PVC,API 5L X52,160.46377339456467,47.83709766188109,10.92310406131487,0.39051417655964815,3.8753730753958906,20.97283304081303,Normal,8.41,167.78,synthetic-based-on-original
518.2909602703488,18.20400145785451,Carbon Steel,API 5L X42,132.68849987708268,45.727975950804044,2.7316345300170592,1.319595124527437,8.202572393128442,19.955195599408558,Normal,8.48,641.82,synthetic-based-on-original
152.57617755938503,9.732219982431717,Fiberglass,ASTM A106 Grade B,154.0671313419597,125.42324039388615,8.666538953741581,3.1251395107409548,32.92795489426372,9.92660481144874,Moderate,8.18,52.75,synthetic-based-on-original
1526.4174839150633,43.32599589588391,Carbon Steel,ASTM A333 Grade 6,893.0826703814457,49.40270008084112,13.267050192526742,5.499354704734031,12.232806799600022,4.049639899139241,Critical,7.89,25665.11,synthetic-based-on-original
